val_loss,epoch,step,train_loss_epoch,train_loss_step
0.04908495768904686,0,16,,
,0,16,0.1376105099916458,
0.018575754016637802,1,33,,
,1,33,0.045664578676223755,
,2,49,,0.021131709218025208
0.0122081832960248,2,50,,
,2,50,0.025387682020664215,
0.009565157815814018,3,67,,
,3,67,0.01924704946577549,
0.008285507559776306,4,84,,
,4,84,0.01610792614519596,
,5,99,,0.01329086720943451
0.007656893692910671,5,101,,
,5,101,0.014330051839351654,
0.007285161409527063,6,118,,
,6,118,0.013154019601643085,
0.007088645827025175,7,135,,
,7,135,0.012161435559391975,
,8,149,,0.011792931705713272
0.006952130701392889,8,152,,
,8,152,0.011388750746846199,
0.006870468612760305,9,169,,
,9,169,0.010747602209448814,
0.006829056888818741,10,186,,
,10,186,0.010396174155175686,
,11,199,,0.0101384986191988
0.006797397509217262,11,203,,
,11,203,0.010016148909926414,
0.006783011369407177,12,220,,
,12,220,0.009634042158722878,
0.006780147552490234,13,237,,
,13,237,0.009376712143421173,
,14,249,,0.008618539199233055
0.006733078043907881,14,254,,
,14,254,0.009194483980536461,
0.006706965621560812,15,271,,
,15,271,0.008905710652470589,
0.006678362376987934,16,288,,
,16,288,0.008748890832066536,
,17,299,,0.0084457378834486
0.006655929610133171,17,305,,
,17,305,0.008637329563498497,
0.0066349804401397705,18,322,,
,18,322,0.008473304100334644,
0.006625659763813019,19,339,,
,19,339,0.008366135880351067,
,20,349,,0.00834774598479271
0.006586654111742973,20,356,,
,20,356,0.008220409043133259,
0.006560411769896746,21,373,,
,21,373,0.008125399239361286,
0.006534457206726074,22,390,,
,22,390,0.008013596758246422,
,23,399,,0.007827109657227993
0.0065059177577495575,23,407,,
,23,407,0.007968642748892307,
0.006486013997346163,24,424,,
,24,424,0.007833942770957947,
0.006461665965616703,25,441,,
,25,441,0.00777565548196435,
,26,449,,0.007679538801312447
0.006453090347349644,26,458,,
,26,458,0.007738979998975992,
0.006412295624613762,27,475,,
,27,475,0.007655328139662743,
0.006391358096152544,28,492,,
,28,492,0.007583517115563154,
,29,499,,0.007316256873309612
0.006364213302731514,29,509,,
,29,509,0.007523789070546627,
0.0063837808556854725,30,526,,
,30,526,0.00745177548378706,
0.006341001950204372,31,543,,
,31,543,0.007500783074647188,
,32,549,,0.008033927530050278
0.006307280156761408,32,560,,
,32,560,0.0074291774071753025,
0.006295149214565754,33,577,,
,33,577,0.007358111906796694,
0.0063164494931697845,34,594,,
,34,594,0.007363245356827974,
,35,599,,0.006910639815032482
0.006288799457252026,35,611,,
,35,611,0.0072654420509934425,
0.0062455371953547,36,628,,
,36,628,0.007269805297255516,
0.0062259165570139885,37,645,,
,37,645,0.007227471098303795,
,38,649,,0.006946376524865627
0.006204001605510712,38,662,,
,38,662,0.007169845048338175,
0.006185783538967371,39,679,,
,39,679,0.007152650970965624,
0.006174702197313309,40,696,,
,40,696,0.0071349479258060455,
,41,699,,0.007798708975315094
0.00615957286208868,41,713,,
,41,713,0.007106636185199022,
0.0061589861288666725,42,730,,
,42,730,0.007052455097436905,
0.00614406680688262,43,747,,
,43,747,0.007092345971614122,
,44,749,,0.008027315139770508
0.006130823865532875,44,764,,
,44,764,0.007041116710752249,
0.006114940159022808,45,781,,
,45,781,0.006965408101677895,
0.006109375040978193,46,798,,
,46,798,0.006968764588236809,
,47,799,,0.007160107605159283
0.006105144042521715,47,815,,
,47,815,0.00696036359295249,
0.00608382374048233,48,832,,
,48,832,0.006928389426320791,
,49,849,,0.00752238230779767
0.006087008398026228,49,849,,
,49,849,0.006864201743155718,
0.006056814920157194,50,866,,
,50,866,0.006898804567754269,
0.0060541145503520966,51,883,,
,51,883,0.006883821450173855,
,52,899,,0.006444493308663368
0.0060365344397723675,52,900,,
,52,900,0.006825590971857309,
0.006026810500770807,53,917,,
,53,917,0.006805833894759417,
0.00601012771949172,54,934,,
,54,934,0.0067893569357693195,
,55,949,,0.006753607653081417
0.006001264788210392,55,951,,
,55,951,0.006766949314624071,
0.006000040099024773,56,968,,
,56,968,0.006751800887286663,
0.005979032721370459,57,985,,
,57,985,0.00678136944770813,
,58,999,,0.006578936241567135
0.005979584995657206,58,1002,,
,58,1002,0.006740931887179613,
0.005970724392682314,59,1019,,
,59,1019,0.006684566847980022,
0.005988521035760641,60,1036,,
,60,1036,0.006704301573336124,
,61,1049,,0.007158258464187384
0.005945189855992794,61,1053,,
,61,1053,0.006651763338595629,
0.005940006580203772,62,1070,,
,62,1070,0.006639931350946426,
0.005926854442805052,63,1087,,
,63,1087,0.006593008991330862,
,64,1099,,0.006210695020854473
0.005925667472183704,64,1104,,
,64,1104,0.0066182720474898815,
0.0059100487269461155,65,1121,,
,65,1121,0.006586206611245871,
0.0059463693760335445,66,1138,,
,66,1138,0.006525375414639711,
,67,1149,,0.007203501649200916
0.005889477673918009,67,1155,,
,67,1155,0.006556127220392227,
0.005869020242244005,68,1172,,
,68,1172,0.006530228070914745,
0.005938004702329636,69,1189,,
,69,1189,0.006577363237738609,
,70,1199,,0.0068185715936124325
0.005871960893273354,70,1206,,
,70,1206,0.006506378762423992,
0.005874045193195343,71,1223,,
,71,1223,0.006482978817075491,
0.005837910808622837,72,1240,,
,72,1240,0.006451818160712719,
,73,1249,,0.005922641605138779
0.005840930622071028,73,1257,,
,73,1257,0.006461684126406908,
0.005811795126646757,74,1274,,
,74,1274,0.006443073507398367,
0.005810670088976622,75,1291,,
,75,1291,0.006447990424931049,
,76,1299,,0.007111979648470879
0.005792251788079739,76,1308,,
,76,1308,0.006409407593309879,
0.0058054993860423565,77,1325,,
,77,1325,0.006414339412003756,
0.0057739377953112125,78,1342,,
,78,1342,0.006392288953065872,
,79,1349,,0.006505087949335575
0.005767183378338814,79,1359,,
,79,1359,0.006394409574568272,
0.005743187852203846,80,1376,,
,80,1376,0.006347236223518848,
0.00573350302875042,81,1393,,
,81,1393,0.006355931516736746,
,82,1399,,0.006464142352342606
0.005724548827856779,82,1410,,
,82,1410,0.006336912512779236,
0.005712222773581743,83,1427,,
,83,1427,0.006309137213975191,
0.005796431563794613,84,1444,,
,84,1444,0.006355491932481527,
,85,1449,,0.006746218074113131
0.0057066562585532665,85,1461,,
,85,1461,0.0062749627977609634,
0.005684818606823683,86,1478,,
,86,1478,0.00629808846861124,
0.005667319521307945,87,1495,,
,87,1495,0.006229313090443611,
,88,1499,,0.006378281861543655
0.005667437799274921,88,1512,,
,88,1512,0.00624177185818553,
